lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,delta,theta,poorSignalLevel,meditation,attention
1596,12141,5959,4914,5736,2046,114099,6369,0,61,47
3063,6838,2781,1808,1158,412,76906,7844,0,80,74
37674,19243,9410,3965,3927,995,1392217,188423,0,81,56
7353,2894,3820,4126,2726,1896,26554,23734,0,75,57
30800,15562,41065,6602,6569,27712,340551,175170,0,60,61
11621,33937,51014,6758,10962,1773,574893,70013,0,64,54
16775,11881,3220,6508,2168,1156,2977,36532,0,78,70
12293,2452,3458,7211,2752,1770,8995,5893,0,84,97
25966,26729,21046,15084,5667,3091,115412,140680,0,75,91
7861,12805,16828,4864,2248,2142,18086,41131,0,66,74
13594,5114,28209,6586,2509,17828,964349,187173,0,50,75
5100,6410,16084,5660,7272,3625,292030,9322,0,53,84
29882,13871,16076,6017,6334,49860,118764,79167,0,81,84
161884,25498,11505,11230,9765,47168,952294,234912,0,81,69
660,8210,3475,3109,4149,21269,7257,3152,0,81,83
24068,4340,9583,2913,4164,15537,1052990,100809,0,64,69
16267,48774,32282,19971,7920,54408,637699,309738,0,44,43
1056,3766,4142,3836,2855,16189,9283,3519,0,64,57
1836,1239,1590,2278,2730,12575,3173,7633,0,67,66
9622,4980,14784,17630,8589,20811,977303,737692,0,40,57
9622,4980,14784,17630,8589,20811,977303,737692,0,40,57
10675,15307,2649,1609,801,3212,618805,189239,0,41,1
5747,1357,2221,858,293,848,620678,58750,0,38,16
14897,24298,14027,2422,2634,5442,1625661,29577,0,51,24
8758,2121,534,848,274,1522,381352,39562,0,54,10
4394,1930,1047,699,739,1231,195017,25886,0,47,1
3709,30960,2593,2745,1430,3044,615834,140245,0,50,3
52922,22056,6828,16519,5635,19154,1882635,127834,0,51,13
649,1706,2609,1153,922,5181,260901,67158,0,35,20
649,1706,2609,1153,922,5181,260901,67158,0,35,20
13060,2458,825,1290,490,4911,365190,100784,0,26,3
39213,4955,34713,3439,3537,16819,565578,165494,0,41,8
71841,6136,20260,5358,5433,20746,1104139,338234,0,41,20
27725,7311,9957,1747,1718,2883,360050,131788,0,41,17
11490,62743,61269,39769,49537,47668,180205,89142,0,53,41
4315,7091,13083,4560,5397,2322,33014,8098,0,70,88
10240,3491,6838,5362,1936,1297,15879,9096,0,78,100
6265,4871,6399,4865,3286,1370,6969,4017,0,80,100
191,2186,739,1282,680,334,154580,21840,0,67,88
626,3545,3744,2488,3381,960,32963,9597,0,57,56
626,3545,3744,2488,3381,960,32963,9597,0,57,56
1248,3611,10513,3705,3250,1883,7297,15818,0,61,70
5959,4727,10019,3162,1027,1381,200284,103330,0,54,63
7410,10958,6534,1969,1544,874,12388,5822,0,66,51
775,889,1983,1624,1788,650,119283,14310,0,67,61
7293,5638,2989,6370,4646,1035,18784,19202,0,67,74
13333,4433,11925,3824,3079,1103,32194,42780,0,74,74
7084,8976,2228,4921,2993,1390,8917,13186,0,84,64
2809,936,3525,2937,778,654,37800,15081,0,74,81
2809,936,3525,2937,778,654,37800,15081,0,74,81
15199,21249,12086,10764,3990,1337,25420,25416,0,77,78
1716,29981,14170,8642,5138,1557,41048,7763,0,84,87
1716,29981,14170,8642,5138,1557,41048,7763,0,84,87
18510,5148,15417,9092,7758,17337,863843,102192,0,61,67
11185,11685,8055,5051,6324,19014,490676,294954,0,54,37
764,1454,4470,2443,563,3712,647014,57348,0,26,38
19608,11313,3289,5973,3841,11786,926738,182462,0,35,38
63731,18624,21762,11436,10405,21867,133600,185012,0,54,30
135170,23190,24970,21226,9833,50821,1534902,295870,0,61,37
37965,13562,11209,24155,6389,11756,245101,108017,0,61,63
37965,13562,11209,24155,6389,11756,245101,108017,0,61,63
627,9737,8384,6203,1878,11344,6619,2074,0,69,93
12115,5446,9998,4548,1457,23680,340603,217516,0,53,64
4421,10210,15903,4658,1613,19098,140960,58856,0,47,57
7065,1804,2980,2958,1020,4680,515965,40530,0,53,54
6238,7661,2191,1329,509,4595,268963,42642,0,53,29
1779,538,546,548,494,1136,41808,6679,0,57,35
12211,14316,8312,5973,1785,19703,468389,205200,0,38,35
21660,8154,4971,1995,2854,4639,1410240,43712,0,40,17
58688,18186,20340,11245,4464,10823,1116195,205907,0,48,16
56176,6292,12576,6823,5932,16409,1384068,424293,0,38,16
11648,866,3619,1283,1906,4347,247829,65946,0,53,38
13441,2383,5072,4672,1283,3075,1390364,112595,0,37,20
62485,15352,25640,9145,9771,25561,2060680,371581,0,38,23
5631,2353,1969,1124,400,1002,167394,17585,0,60,27
9557,9088,9047,5574,1642,5751,1636939,151212,0,44,29
4175,1931,414,2095,292,1580,442646,20259,27,30,17
4175,1931,414,2095,292,1580,442646,20259,27,30,17
87933,43140,18101,13846,3759,25168,2499508,1149370,0,17,1
2608,8246,1038,1241,659,803,365176,61624,0,44,4
2608,8246,1038,1241,659,803,365176,61624,0,44,4
4119,37992,20268,9029,4484,2814,44066,56586,0,77,37
15179,15274,5566,3509,1695,2539,46934,12189,0,88,57
3663,14483,33641,5206,6283,3958,98363,50699,0,84,64
13616,12377,8562,5136,2835,1964,11470,29483,0,80,69
13616,12377,8562,5136,2835,1964,11470,29483,0,80,69
5242,1096,3916,8441,2945,7291,8431,15973,0,61,81
11909,14862,14447,20721,17591,25463,391423,24068,0,57,96
11188,5378,15626,8410,4760,4951,11101,46589,0,64,70
7167,10262,8380,8274,5608,9318,16832,10670,0,69,88
7167,10262,8380,8274,5608,9318,16832,10670,0,69,88
1851,5445,4752,3462,5001,21599,17919,14244,0,70,75
577425,446490,189549,265787,59279,175847,925820,1539770,0,75,84
2025,899,436,428,516,1313,64120,10141,0,54,50
72890,105362,31081,30953,22491,8343,649969,749568,0,48,38
24588,9791,7886,18418,10451,21464,738330,83812,0,53,41
2132,2974,839,828,523,694,30014,41607,0,43,38
77603,122589,29543,24447,2589,37323,729238,202383,0,43,30
26699,1083,2670,1281,535,1946,620863,25315,0,56,51
9817,1415,5826,13018,5138,2066,12040,11143,0,60,75
9817,1415,5826,13018,5138,2066,12040,11143,0,60,75
17511,29069,12910,4327,3171,6126,596707,248280,0,34,43
8368,8457,6960,1938,1082,3182,611961,13933,0,51,17
7364,1120,11661,8560,4413,33460,547795,56021,0,63,41
79947,19198,9185,16546,3140,17258,704810,338263,0,60,66
14393,1554,1705,1629,448,1124,490955,11099,0,61,56
50399,7383,5686,3732,1929,4124,1469884,101847,0,60,27
16752,9616,15881,7903,5584,19962,81800,101659,0,54,26
16752,9616,15881,7903,5584,19962,81800,101659,0,54,26
3008,5246,3334,4813,1748,2672,7938,13326,0,69,83
15371,3982,2786,4410,2360,2932,259483,8423,0,84,88
15051,22033,4690,4107,6461,6773,575490,23280,0,91,74
20027,5026,11592,6963,2754,2855,168975,73824,0,74,77
17367,6716,27060,10126,3111,5172,51352,75928,0,63,81
2930,8513,10147,5050,3820,3171,10762,52223,0,53,63
6961,688,4506,4855,2492,2853,136933,10151,0,60,69
152368,49212,34841,18676,23144,16166,2151516,233897,0,77,69
50734,23416,14365,21436,20786,21386,900562,278667,0,63,57
50734,23416,14365,21436,20786,21386,900562,278667,0,63,57
28240,20711,7599,6800,2633,17132,430270,620601,0,30,35
1285,712,2159,1564,689,7442,268018,52295,0,20,17
3079,972,3102,1040,523,1809,265409,55033,0,17,13
36567,11014,19960,11492,2190,25727,298247,242935,0,14,30
13622,4956,1143,894,486,2349,26300,36603,0,35,26
13622,4956,1143,894,486,2349,26300,36603,0,35,26
9824,9984,10346,6115,3188,26543,1321018,104369,0,44,44
11335,3146,12778,3312,4465,30283,275304,228962,0,37,27
5787,1252,1748,1339,1141,7467,599623,88758,0,27,14
21971,2054,24798,2180,379,6784,1648306,132489,0,38,16
21971,2054,24798,2180,379,6784,1648306,132489,0,38,16
90220,28867,23296,21263,6063,13399,2340915,960015,0,40,13
2108,2155,5242,2684,1301,776,154542,19740,0,35,41
28302,14638,19086,20909,15870,3744,49118,37092,0,51,64
17601,8860,7435,12583,5165,3338,940418,99252,0,60,66
17766,17881,13551,29969,20747,14836,178332,53996,0,64,70
2742,1514,20679,12892,9359,1631,31230,12225,0,53,81
29949,16642,4898,9272,9100,3917,123467,98328,0,48,69
3902,15995,3819,7318,4099,4470,8867,16937,0,74,63
13092,5762,28103,5503,4644,7430,36341,71549,0,61,69
8417,4535,11423,10456,7894,5711,16649,18154,0,38,91
8417,4535,11423,10456,7894,5711,16649,18154,0,38,91
26907,5545,12261,5945,5954,2507,61509,92714,0,60,81
786,6416,9034,3005,2101,1016,9607,7404,0,69,70
19663,17817,8679,8535,6882,3121,32302,45311,0,77,80
7708,4826,7997,9577,3702,2971,75388,49487,0,63,81
7268,9650,1380,1790,563,610,99312,18176,0,56,63
20996,14386,8471,6967,2384,2232,121073,108310,0,53,51
7695,3374,7311,5561,10582,854,11412,8951,0,60,75
54831,20930,5362,10642,18328,4845,121607,91638,0,66,74
12395,6799,10099,17975,5862,3060,148620,60728,0,64,69
12395,6799,10099,17975,5862,3060,148620,60728,0,64,69
19179,18100,9260,13066,5410,2757,74288,88946,0,54,78
7667,9794,10503,5126,3087,2442,40202,13933,0,66,70
49643,11725,18522,27221,8666,5922,134710,83934,0,77,70
25719,2350,23650,11584,5950,6111,11156,14835,0,67,80
2492,6585,10331,6724,4217,4349,13717,18538,0,70,67
6170,13046,6201,6225,3151,6440,18122,21680,0,64,81
1414,1244,1039,2740,535,8903,153028,16896,0,57,83
1414,1244,1039,2740,535,8903,153028,16896,0,57,83
5691,3789,1918,2040,564,1073,172482,69772,0,34,38
28153,156996,144545,52158,23522,87074,820100,396737,0,40,40
3027,16375,28268,3796,3420,16620,1285051,94740,0,38,35
209304,50793,8087,30624,6421,18095,542947,697687,0,40,26
13944,2338,4381,7157,3526,4690,1003853,199517,0,30,26
18686,24359,7989,5148,1556,4930,562644,89703,0,53,29
4097,4368,2702,2836,1511,873,260389,23516,0,51,34
97418,193456,53814,65003,18126,84445,801201,984501,0,44,37
24471,8777,7989,4381,4486,2952,876230,62224,0,60,43
24471,8777,7989,4381,4486,2952,876230,62224,0,60,43
18950,28364,13886,9661,7647,21498,1051113,1375937,0,26,16
18950,28364,13886,9661,7647,21498,1051113,1375937,0,26,16
45483,7381,5456,11948,3695,4984,897713,96878,0,37,21
11533,7773,4566,4784,4653,4073,758278,78693,0,40,27
6857,2686,4945,1725,3470,7430,574911,70675,0,34,21
19344,9684,8591,3560,6236,11969,309371,63532,0,44,8
19344,9684,8591,3560,6236,11969,309371,63532,0,44,8
3338,6840,6095,5215,1906,6869,1090355,24230,0,53,35
6153,3679,2980,3465,1604,3827,461424,109255,0,40,34
6153,3679,2980,3465,1604,3827,461424,109255,0,40,34
4818,2003,2070,3729,437,1879,591549,30288,0,24,34
3828,14217,32958,31117,31344,44762,932165,466918,0,20,35
25314,8396,10173,10763,15411,2520,115667,24662,0,54,56
22076,5757,6782,11121,2885,9337,36781,17423,0,87,81
9008,12687,4626,1525,605,383,332867,35366,0,67,60
11088,8648,3090,2077,1064,619,109207,30181,0,66,35
5118,3127,13411,7586,4035,3008,21456,21281,0,61,57
7539,8131,4612,6378,8814,2278,5232,8675,0,69,84
2359,6797,17190,4228,3824,1809,3149,4339,0,75,87
9563,6730,8377,10673,2166,2844,9254,11007,0,69,100
9580,1024,778,4526,5283,2290,8397,12262,0,81,84
7465,9417,7534,9329,4572,2373,32943,88312,0,61,67
11659,3038,19284,6612,5064,2306,12232,47706,0,41,69
3132,3627,6326,5074,3720,1479,54368,11579,0,64,77
17871,3125,9722,10441,6323,1831,166785,58262,0,54,61
18541,11781,9182,17240,15077,5242,423898,194897,0,38,57
20365,19110,21408,10393,10495,2875,267511,176357,0,47,61
2259,2868,10354,10293,8517,2695,7419,14151,0,37,66
5960,14423,6971,8634,12319,2753,8499,15454,0,53,91
8241,16525,7195,9352,11686,4743,15839,12000,0,74,88
1252,3265,3251,3976,1598,349,125554,8799,0,67,83
5448,1590,11963,5175,5324,937,11567,16822,0,63,88
6655,12297,6574,12245,8245,9267,2253789,78772,0,54,80
3298,5379,4824,7682,8115,1255,8023,31839,0,53,70
3720,4394,2131,2752,2512,585,364622,7448,0,60,70
1653,15442,17395,18292,11688,2590,15403,29141,0,56,88
98909,23918,15856,9172,4070,6769,105250,236016,0,56,77
17254,6063,8511,14630,14459,3332,11613,14953,0,67,74
19766,16408,19532,17623,4865,3340,844239,213463,0,67,80
24361,19287,10364,12792,14376,4412,26798,4613,0,66,81
24361,19287,10364,12792,14376,4412,26798,4613,0,66,81
47369,71321,40412,16464,9951,111669,1217981,284099,0,80,64
12643,38995,36782,9369,6324,17455,601329,152505,0,53,60
5960,9372,10341,6233,3835,5410,27661,11674,0,51,63
1999,12140,10268,6198,9870,3956,5328,18372,0,57,60
3797,1649,769,1128,260,2172,91753,8149,0,74,43
3004,797,2779,2050,602,4265,212615,44006,0,69,30
4312,18252,22003,9137,4637,20209,1720306,226742,0,41,24
12197,6378,6236,14490,6462,20876,630244,260841,0,26,20
11886,8218,11251,14437,4250,27064,2191890,219661,0,11,26
34264,6698,15187,21268,7411,22964,2446029,457765,0,11,30
5511,8135,5444,7066,6022,1182,11507,19475,0,34,43
3888,556,2797,1672,1787,480,76344,18161,0,56,61
8445,6642,5873,5345,8125,4371,41028,30696,0,56,43
4449,33251,7470,16291,4226,1726,38368,25794,0,57,50
14664,19591,79508,67898,46950,75190,429673,70308,0,47,64
8494,5498,8547,6403,5076,1279,52626,42908,0,47,67
254519,15930,22725,23516,40899,76599,480653,433455,0,50,64
10862,4103,9998,11300,3535,3238,2939,17063,0,69,67
13390,8025,16864,8066,7773,25490,6010,13998,0,64,75
13390,8025,16864,8066,7773,25490,6010,13998,0,64,75
5919,3391,3183,4952,7145,27283,9723,9742,0,54,60
54782,13524,24929,8948,6454,21407,1730334,539734,0,47,35
899,2065,713,1700,1386,7142,287358,105834,0,4,3
899,2065,713,1700,1386,7142,287358,105834,0,4,3
1990,7732,2404,2788,4588,5110,1457277,110897,0,26,43
29970,17736,8153,14265,2858,23518,398733,1020719,0,14,23
23100,7656,13725,5429,2827,16123,566278,164160,0,20,27
44807,4147,2448,3721,7200,32928,1135541,232793,0,41,27
6068,5442,7205,3876,1564,8260,344490,59836,0,40,29
276192,25446,24660,44487,43318,21528,1720725,258878,0,56,44
45775,55079,16635,13956,9631,11118,417154,122791,0,66,43
8612,11297,13824,4081,7096,21843,1017556,278112,0,51,24
45636,15074,12326,12170,4542,24561,1441238,347502,0,27,16
40037,2902,3385,3640,819,4075,192916,69441,0,41,35
903,6843,6707,5687,1315,5244,279814,139635,0,24,34
23789,6808,12119,13214,4061,26305,793266,227662,0,10,38
9857,2333,7111,5796,3136,28133,659358,45704,0,26,26
5822,2882,3185,1423,853,6564,1065752,28879,0,37,11
6570,1294,4461,2409,1602,901,61552,17129,0,51,37
6570,1294,4461,2409,1602,901,61552,17129,0,51,37
30253,5743,8361,7108,4532,1593,189507,42341,0,69,56
37038,5750,8000,6562,5915,2226,85636,9563,0,94,64
4752,1780,11181,6757,3159,2695,11724,11152,0,78,74
24811,11839,9353,6620,3360,2691,29797,13919,0,67,80
8956,17628,5778,4180,2989,1236,48498,34105,0,83,75
7556,15376,12024,9471,5408,2034,99797,53479,0,75,70
2992,3115,5576,3764,2411,2046,5410,16675,0,66,78
16210,5125,9106,4801,3550,2107,25497,33868,0,69,70
2057,5232,9300,9248,5970,2510,12030,10784,0,64,60
2057,5232,9300,9248,5970,2510,12030,10784,0,64,60
5607,6256,4686,10409,3945,2264,42412,38147,0,51,80
8791,5965,5013,5593,2450,2147,25144,13173,0,57,78
27133,18431,13427,7615,3415,2180,286180,37645,0,83,66
2373,6744,12156,8794,2314,1501,2735,33942,0,66,63
39603,7369,13609,16485,5747,1675,66242,31827,0,61,83
2397,13925,8857,8035,1682,1426,11317,16097,0,69,91
7450,10688,17668,6815,6060,3434,6487,9850,0,70,94
